sku,categories,name,url_key,description,short_description,product_type,additional_attributes,weight,product_websites,store_view_code,product_online,visibility,qty,is_in_stock,attribute_set_code,price,special_price,special_from_date,special_to_date,tax_class_name,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,additional_image_labels,hide_from_product_page,configurable_variations,display_product_options_in
VT04-RN-XS,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,,,,,Block after Info Column
VT04-RN-S,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,,,,,Block after Info Column
VT04-RN-M,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,,,,,Block after Info Column
VT04-RN-L,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,/V/T/VT04-RN_main.jpg,Main,,,,,Block after Info Column
VT04-MT-XS,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Mint,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,,,,,Block after Info Column
VT04-MT-S,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Mint,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,,,,,Block after Info Column
VT04-MT-M,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Mint,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,,,,,Block after Info Column
VT04-MT-L,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Mint,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,/V/T/VT04-MT_main.jpg,Main,,,,,Block after Info Column
VT04-LL-XS,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,,,,,Block after Info Column
VT04-LL-S,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,,,,,Block after Info Column
VT04-LL-M,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,,,,,Block after Info Column
VT04-LL-L,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,/V/T/VT04-LL_main.jpg,Main,,,,,Block after Info Column
VT04-LA-XS,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Latte,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,,,,,Block after Info Column
VT04-LA-S,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Latte,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,,,,,Block after Info Column
VT04-LA-M,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Latte,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,,,,,Block after Info Column
VT04-LA-L,Default Category/Tops/Blouses & Shirts,Anna Draped Top,Anna-Draped-Top,"<p>The Anna Draped Top hangs beautifully in the all the right places. The soft, sheer material offers graceful lines and seamless movement. Back lace detail and tie at the neckline complete the look.  </p><p>Features:</p><ul><li>Draped neckline</li><li>Capped sleeves</li><li>Hits at the hips</li><li>Lace detail back &amp; tie neckline</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Latte,fashion_style=Short Sleeve|Crew,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,88,,,,Taxable Goods,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,/V/T/VT04-LA_main.jpg,Main,,,,,Block after Info Column
VT03-RN-XS,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,,,,,Block after Info Column
VT03-RN-S,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,,,,,Block after Info Column
VT03-RN-M,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,,,,,Block after Info Column
VT03-RN-L,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,/V/T/VT03-RN_main.jpg,Main,,,,,Block after Info Column
VT03-MT-XS,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,,,,,Block after Info Column
VT03-MT-S,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,,,,,Block after Info Column
VT03-MT-M,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,,,,,Block after Info Column
VT03-MT-L,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,/V/T/VT03-MT_main.jpg,Main,,,,,Block after Info Column
VT03-LY-XS,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,,,,,Block after Info Column
VT03-LY-S,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,,,,,Block after Info Column
VT03-LY-M,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,,,,,Block after Info Column
VT03-LY-L,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,/V/T/VT03-LY_main.jpg,Main,,,,,Block after Info Column
VT03-LL-XS,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,,,,,Block after Info Column
VT03-LL-S,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,,,,,Block after Info Column
VT03-LL-M,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,,,,,Block after Info Column
VT03-LL-L,Default Category/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Tops,98,,,,Taxable Goods,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,/V/T/VT03-LL_main.jpg,Main,,,,,Block after Info Column
VT02-RN-XS,Default Category/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Tops,68,,,,Taxable Goods,/V/T/VT02-RN_main.jpg,Main,/V/T/VT02-RN_main.jpg,Main,/V/T/VT02-RN_main.jpg,Main,,,,,Block after Info Column
